"","USGS_Station_Number","Field_Name","estimated","frozen","storm","unique_storm_number","storm_start","storm_end","runoff_volume","peak_discharge","nitrate_plus_nitrite_load_pounds","ammonia_plus_ammonium_load_pounds","total_Kjeldahl_nitrogen_unfiltered_load_pounds","total_nitrogen_load_pounds","organic_nitrogen_load_pounds","total_Kjeldahl_nitrogen_filtered_load_pounds","nitrate_plus_nitrite_conc_mgL","ammonia_plus_ammonium_conc_mgL","total_Kjeldahl_nitrogen_unfiltered_conc_mgL","total_nitrogen_conc_mgL","organic_nitrogen_conc_mgL","total_Kjeldahl_nitrogen_filtered_conc_mgL","nitrate_plus_nitrite_yield_pounds_per_acre","ammonia_plus_ammonium_yield_pounds_per_acre","total_Kjeldahl_nitrogen_unfiltered_yield_pounds_per_acre","total_nitrogen_yield_pounds_per_acre","organic_nitrogen_yield_pounds_per_acre","total_Kjeldahl_nitrogen_filtered_yield_pounds_per_acre","ProjectName","StudyPeriod","UseableYears","Ongoing","Monitoring","State","County","LAT_approx","LONG_approx","FarmEnterprise","CropRotation","LandCover","Tillage","Manure","Tile","BasinArea_ac","SoilType","HydrologicGroup","DrainageClass","MeanSlope_per","IncludeAverages","Notes","event_n","MajorWatershed_HUC8","Watershed_HUC10","Watershed_HUC12","HUC12","area_ft2","runoff_in","water_year","month"
"982","USGS-435441087463900","K5","Measured","Non-Frozen","Storm","2010-14",2010-07-22 19:00:00,2010-07-23 02:00:00,53310,20.28,14.3,1.07,13.8,28.2,12.8,NA,4.3,0.32,4.16,8.46,3.84,NA,0.942,0.0701,0.911,1.85,0.841,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.966180948238365,"2010",7
"983","USGS-435441087463900","K5","Measured","Non-Frozen","Storm","2010-15",2010-07-24 09:00:00,2010-07-24 15:00:00,4057,1.078,0.81,0.0532,1.43,2.24,1.38,NA,3.2,0.21,5.65,8.85,5.44,NA,0.0533,0.0035,0.0941,0.147,0.0906,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.0735283456575323,"2010",7
"984","USGS-435441087463900","K5","Estimated","Non-Frozen","Storm","2010-16",2010-08-11 11:00:00,2010-08-11 13:00:00,123.7,0.0467,0.0247,0.00162,0.0436,0.0684,0.042,NA,3.2,0.21,5.65,8.85,5.44,NA,0.00163,0.000107,0.00287,0.0045,0.00276,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.0022419167754096,"2010",8
"985","USGS-435441087463900","K5","Measured","Non-Frozen","Storm","2010-16",2010-08-11 15:00:00,2010-08-11 18:00:00,9286,5.619,0.406,1.11,10.9,11.3,9.79,NA,0.7,1.91,18.8,19.5,16.9,NA,0.0267,0.0728,0.717,0.744,0.644,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.168297810642308,"2010",8
"986","USGS-435441087463900","K5","Measured","Frozen","Storm","2011-0",2010-12-31 19:00:00,2011-01-01 10:42:00,1589,0.04617,0.0694,0.258,0.629,0.698,0.371,NA,0.7,2.6,6.34,7.04,3.74,NA,0.00457,0.017,0.0414,0.0459,0.0244,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.0287987530810497,"2011",12
"987","USGS-435441087463900","K5","Estimated","Frozen","Storm","2011-1",2011-02-15 14:00:00,2011-02-16 10:15:00,1004,0.01928,0.00313,3.38,8.65,8.65,5.26,NA,0.1,54,138,138,84,NA,0.000206,0.223,0.569,0.569,0.346,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.0181963172393794,"2011",2
"988","USGS-435441087463900","K5","Measured","Frozen","Storm","2011-2",2011-02-16 18:15:00,2011-02-17 10:23:00,9549,0.6456,0.0298,32.2,82.3,82.3,50.1,NA,0.1,54,138,138,84,NA,0.00196,2.12,5.41,5.41,3.29,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.173064375815572,"2011",2
"989","USGS-435441087463900","K5","Measured","Frozen","Storm","2011-2",2011-02-17 10:23:00,2011-02-19 02:28:00,27620,0.5878,0.0862,43.1,72.4,72.5,29.3,NA,0.1,25,42,42,17,NA,0.00567,2.84,4.76,4.77,1.93,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.50057996230245,"2011",2
"990","USGS-435441087463900","K5","Measured","Frozen","Storm","2011-3",2011-03-08 21:31:00,2011-03-09 09:45:00,1693,0.07386,0.00528,3.59,7.93,7.93,4.33,NA,0.1,34,75,75,41,NA,0.000348,0.236,0.522,0.522,0.285,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.0306836305640133,"2011",3
"991","USGS-435441087463900","K5","Measured","Frozen","Storm","2011-4",2011-03-15 19:15:00,2011-03-16 11:30:00,5923,0.3715,0.0185,7.77,12.2,12.2,4.44,NA,0.1,21,33,33,12,NA,0.00122,0.511,0.803,0.804,0.292,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.107347397419168,"2011",3
"992","USGS-435441087463900","K5","Measured","Frozen","Storm","2011-5",2011-03-16 16:15:00,2011-03-17 05:00:00,13410,0.978,0.0419,8.87,15.1,15.1,6.19,NA,0.1,10.6,18,18,7.4,NA,0.00275,0.584,0.991,0.994,0.408,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.243040452370596,"2011",3
"993","USGS-435441087463900","K5","Measured","Frozen","Storm","2011-6",2011-03-17 14:30:00,2011-03-18 06:15:00,11590,0.6456,0.434,5.14,8.11,8.54,2.97,NA,0.6,7.1,11.2,11.8,4.1,NA,0.0286,0.338,0.533,0.562,0.195,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.210055096418733,"2011",3
"994","USGS-435441087463900","K5","Measured","Frozen","Storm","2011-7",2011-03-18 16:15:00,2011-03-19 00:30:00,989.3,0.06009,0.136,0.253,0.358,0.494,0.105,NA,2.2,4.1,5.8,8,1.7,NA,0.00894,0.0167,0.0236,0.0325,0.00691,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.0179298970566913,"2011",3
"995","USGS-435441087463900","K5","Estimated","Frozen","Storm","2011-8",2011-03-19 18:45:00,2011-03-19 22:45:00,256.6,0.02565,0.0352,0.0625,0.111,0.146,0.0481,NA,2.2,3.9,6.9,9.1,3,NA,0.00232,0.00411,0.00727,0.00959,0.00316,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.00465057271277367,"2011",3
"996","USGS-435441087463900","K5","Measured","Frozen","Storm","2011-9",2011-03-20 18:15:00,2011-03-20 23:26:00,922.1,0.1826,0.127,0.224,0.397,0.524,0.173,NA,2.2,3.9,6.9,9.1,3,NA,0.00833,0.0148,0.0261,0.0345,0.0114,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.0167119762215456,"2011",3
"997","USGS-435441087463900","K5","Estimated","Non-Frozen","Storm","2011-10",2011-03-21 16:45:00,2011-03-21 19:15:00,109.7,0.02037,0.0151,0.0267,0.0473,0.0623,0.0206,NA,2.2,3.9,6.9,9.1,3,NA,0.000991,0.00176,0.00311,0.0041,0.00135,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.00198818326808757,"2011",3
"998","USGS-435441087463900","K5","Estimated","Frozen","Storm","2011-11",2011-04-01 18:15:00,2011-04-02 00:45:00,2084,0.179,0.689,0.611,1.22,1.91,0.611,NA,5.3,4.7,9.4,14.7,4.7,NA,0.0454,0.0402,0.0805,0.126,0.0402,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.0377700449470784,"2011",4
"999","USGS-435441087463900","K5","Estimated","Frozen","Storm","2011-12",2011-04-02 16:00:00,2011-04-02 23:30:00,2220,0.146,0.735,0.651,1.3,2.04,0.651,NA,5.3,4.7,9.4,14.7,4.7,NA,0.0483,0.0429,0.0857,0.134,0.0429,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.0402348847324924,"2011",4
"1000","USGS-435441087463900","K5","Estimated","Frozen","Storm","2011-13",2011-04-03 13:00:00,2011-04-03 16:51:00,4235,0.4274,1.4,1.24,2.49,3.89,1.24,NA,5.3,4.7,9.4,14.7,4.7,NA,0.0922,0.0818,0.164,0.256,0.0818,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.0767543859649123,"2011",4
"1001","USGS-435441087463900","K5","Measured","Frozen","Storm","2011-13",2011-04-03 16:51:00,2011-04-03 23:15:00,8169,1.104,2.7,2.37,4.79,7.5,2.42,NA,5.3,4.65,9.4,14.7,4.75,NA,0.178,0.156,0.315,0.493,0.159,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.148053501522401,"2011",4
"1002","USGS-435441087463900","K5","Measured","Non-Frozen","Storm","2011-14",2011-04-16 03:45:00,2011-04-16 17:32:00,6214,0.568,2.48,0.314,2.04,4.52,1.73,NA,6.4,0.81,5.26,11.7,4.45,NA,0.163,0.0207,0.134,0.298,0.114,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.112621429607076,"2011",4
"1003","USGS-435441087463900","K5","Estimated","Non-Frozen","Storm","2011-15",2011-04-16 21:30:00,2011-04-17 00:30:00,453.5,0.07386,0.181,0.0229,0.149,0.33,0.126,NA,6.4,0.81,5.26,11.7,4.45,NA,0.0119,0.00151,0.0098,0.0217,0.00829,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.00821915325503842,"2011",4
"1004","USGS-435441087463900","K5","Measured","Non-Frozen","Storm","2011-16",2011-04-21 16:00:00,2011-04-22 01:00:00,15230,1.194,5.51,0.551,3.04,8.56,2.49,NA,5.8,0.58,3.2,9,2.62,NA,0.363,0.0363,0.2,0.563,0.164,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.276025808322459,"2011",4
"1005","USGS-435441087463900","K5","Measured","Non-Frozen","Storm","2011-17",2011-04-23 01:45:00,2011-04-23 09:30:00,5513,0.4502,1.38,0.0998,0.981,2.36,0.881,NA,4,0.29,2.85,6.85,2.56,NA,0.0906,0.00657,0.0645,0.155,0.058,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.0999166304190228,"2011",4
"1006","USGS-435441087463900","K5","Measured","Non-Frozen","Storm","2011-18",2011-04-26 10:45:00,2011-04-26 21:45:00,32140,3.14,3.21,1.2,8.73,11.9,7.52,NA,1.6,0.6,4.35,5.95,3.75,NA,0.211,0.0792,0.574,0.785,0.495,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.582499637523561,"2011",4
"1007","USGS-435441087463900","K5","Estimated","Non-Frozen","Storm","2011-19",2011-04-27 16:00:00,2011-04-27 18:30:00,334.6,0.07179,0.0334,0.0125,0.0909,0.124,0.0783,NA,1.6,0.6,4.35,5.95,3.75,NA,0.0022,0.000825,0.00598,0.00818,0.00515,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.00606423082499638,"2011",4
"1008","USGS-435441087463900","K5","Estimated","Non-Frozen","Storm","2011-20",2011-06-22 04:15:00,2011-06-22 05:30:00,62.9,0.03328,0.00628,0.00236,0.0171,0.0234,0.0147,NA,1.6,0.6,4.35,5.95,3.75,NA,0.000413,0.000155,0.00112,0.00154,0.000969,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.00113998840075395,"2011",6
"1009","USGS-435441087463900","K5","Measured","Non-Frozen","Storm","2011-21",2011-06-24 02:15:00,2011-06-24 05:15:00,960.3,0.2066,0.012,0.0851,0.378,0.39,0.293,NA,0.2,1.42,6.3,6.5,4.88,NA,0.000789,0.0056,0.0248,0.0256,0.0192,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",96,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.0174043062200957,"2011",6
"1010","USGS-435440087463800","K6","Measured","Non-Frozen","Non-storm","2007-1",2006-11-09 01:50:00,2006-11-10 23:00:00,239.8,0.0023,0.223,0.000449,0.0106,0.234,0.0102,NA,14.9,0.03,0.71,15.6,0.68,NA,0.0147,2.95e-05,0.000699,0.0154,0.00067,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",168,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.00434609250398724,"2007",11
"1011","USGS-435440087463800","K6","Measured","Non-Frozen","Storm","2007-2",2006-11-10 23:00:00,2006-11-13 17:22:00,1937,0.0224,1.23,0.108,0.573,1.81,0.465,NA,10.2,0.89,4.74,14.9,3.85,NA,0.0811,0.00708,0.0377,0.119,0.0306,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",168,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.0351058431201972,"2007",11
"1012","USGS-435440087463800","K6","Measured","Non-Frozen","Non-storm","2007-3",2006-11-13 17:22:00,2006-11-28 02:45:00,6322,0.01462,5.88,0.00395,0.363,6.24,0.359,NA,14.9,0.01,0.92,15.8,0.91,NA,0.387,0.00026,0.0239,0.411,0.0236,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",168,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.114578802377845,"2007",11
"1013","USGS-435440087463800","K6","Measured","Non-Frozen","Storm","2007-4",2006-11-28 02:45:00,2006-11-28 16:05:00,6582,0.1616,10.9,0.74,3.29,14.2,2.55,NA,26.6,1.8,8.01,34.6,6.21,NA,0.719,0.0487,0.217,0.936,0.168,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",168,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.119290996085254,"2007",11
"1014","USGS-435440087463800","K6","Measured","Non-Frozen","Storm","2007-4",2006-11-28 16:05:00,2006-11-30 05:30:00,9566,0.1486,19.8,0.233,7.47,27.3,7.23,NA,33.2,0.39,12.5,45.7,12.1,NA,1.3,0.0153,0.491,1.8,0.476,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",168,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.173372480788749,"2007",11
"1015","USGS-435440087463800","K6","Measured","Non-Frozen","Non-storm","2007-6",2006-11-30 05:30:00,2006-12-11 21:10:00,22540,0.05066,45.3,0.0281,1.38,46.7,1.35,NA,32.2,0.02,0.98,33.2,0.96,NA,2.98,0.00185,0.0907,3.07,0.0889,NA,"Saxon","WY2007-WY2011",5,"No","Paired","WI","Manitowoc",43.910667,-87.777583,"Dairy","Grass Pasture","Pasture/Hay","Yes","Yes","Yes",15.2,"Kewaunee loam","D","Well drained",3,"Yes","FY2009 tile blow out; assumed zero flow for Oct 1 to Nov 8 2007; no data reported in 2009 because of backwater conditions",168,"Manitowoc-Sheboygan","Sevenmile and Silver Creeks","Centerville Creek",40301010704,662112,0.408510946788459,"2007",11
