"WQ_event_id","Field_Name","Event_Date","Calendar_Year","Month_Number","Month","Season","frozen","Ratio","P_Load_lb","Sediment_Load_lb","P_per_Sediment_lb_per_ton"
979,"WF1",2016-03-06,2016,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.379,3.77,201.06100795756
980,"WF1",2016-03-08,2016,3,"Mar","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.13,2.29,113.53711790393
981,"WF1",2016-03-16,2016,3,"Mar","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.0921,2.85,64.6315789473684
982,"WF1",2016-08-11,2016,8,"Aug","Growing season","Non-Frozen","Total phosphorus / suspended sediment",1.38,25.1,109.96015936255
983,"WF1",2016-09-06,2016,9,"Sep","Growing season","Non-Frozen","Total phosphorus / suspended sediment",3.18,616,10.3246753246753
984,"WF1",2016-09-21,2016,9,"Sep","Growing season","Non-Frozen","Total phosphorus / suspended sediment",3.33,489,13.6196319018405
985,"WF1",2017-01-20,2017,1,"Jan","Pre-growing season","Frozen","Total phosphorus / suspended sediment",5.86,56.5,207.433628318584
986,"WF1",2017-02-20,2017,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.504,10.6,95.0943396226415
987,"WF1",2017-03-07,2017,3,"Mar","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.0988,3.28,60.2439024390244
988,"WF1",2017-05-17,2017,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.37,122,22.4590163934426
989,"WF1",2017-05-20,2017,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.536,77.9,13.7612323491656
990,"WF1",2017-06-14,2017,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.158,43.2,7.31481481481481
991,"WF1",2017-07-01,2017,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.36,36.1,19.9445983379501
992,"WF1",2017-07-12,2017,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",1.88,781,4.81434058898848
993,"WF2",2010-12-30,2010,12,"Dec","Post-growing season","Frozen","Total phosphorus / suspended sediment",0.0357,0.965,73.9896373056995
994,"WF2",2011-02-16,2011,2,"Feb","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.278,18,30.8888888888889
995,"WF2",2011-03-16,2011,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",6.41,3610,3.55124653739612
996,"WF2",2011-04-10,2011,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",7.18,7080,2.02824858757062
997,"WF2",2011-04-26,2011,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.45,833,3.48139255702281
998,"WF2",2011-06-18,2011,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",6.11,7020,1.74074074074074
999,"WF2",2011-07-10,2011,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.586,1070,1.09532710280374
1000,"WF2",2011-07-11,2011,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",1.89,2920,1.29452054794521
1001,"WF2",2011-07-16,2011,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",4.25,5780,1.47058823529412
1002,"WF2",2011-08-17,2011,8,"Aug","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.235,472,0.995762711864407
1003,"WF2",2012-03-06,2012,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",1.4,25.2,111.111111111111
1004,"WF2",2012-04-16,2012,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",12.2,13200,1.84848484848485
1005,"WF2",2012-04-18,2012,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",6.15,8270,1.48730350665054
1006,"WF2",2012-05-02,2012,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.58,1570,2.01273885350318
1007,"WF2",2012-05-03,2012,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",2.59,4800,1.07916666666667
1008,"WF2",2012-05-05,2012,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",9.15,10900,1.67889908256881
1009,"WF2",2012-05-24,2012,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.73,2310,1.4978354978355
1010,"WF2",2012-05-26,2012,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.225,235,1.91489361702128
1011,"WF2",2012-06-16,2012,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.203,245,1.65714285714286
1012,"WF2",2012-06-19,2012,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.192,154,2.49350649350649
1013,"WF2",2012-06-20,2012,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.184,93.2,3.94849785407725
1014,"WF2",2012-07-21,2012,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.408,144,5.66666666666667
1015,"WF2",2013-06-21,2013,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",10.5,208,100.961538461538
1016,"WF2",2013-06-22,2013,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.961,17.8,107.977528089888
1017,"WF2",2014-03-29,2014,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",2.89,32.5,177.846153846154
1018,"WF2",2014-05-08,2014,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.403,86.7,9.29642445213379
1019,"WF2",2014-05-12,2014,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.252,12.9,39.0697674418605
1020,"WF2",2014-05-19,2014,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.682,46.8,29.1452991452991
1021,"WF2",2014-06-01,2014,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.621,43.2,28.75
1022,"WF2",2014-06-07,2014,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.831,39.5,42.0759493670886
1023,"WF2",2014-06-15,2014,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",9.63,17.2,1119.76744186047
1024,"WF2",2014-06-19,2014,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",1.26,6.13,411.092985318108
1025,"WF2",2014-06-29,2014,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.588,8.7,135.172413793103
1026,"WF2",2014-07-12,2014,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.309,11.8,52.3728813559322
1027,"WF2",2014-08-30,2014,8,"Aug","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.63,2.25,560
1028,"WF2",2014-09-04,2014,9,"Sep","Growing season","Non-Frozen","Total phosphorus / suspended sediment",1.13,88.9,25.421822272216
1029,"WF2",2015-06-07,2015,6,"Jun","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.0409,18.3,4.46994535519126
1030,"WF2",2015-07-06,2015,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.755,245,6.16326530612245
1031,"WF2",2015-07-13,2015,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.195,9.86,39.553752535497
1032,"WF2",2015-08-18,2015,8,"Aug","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.367,222,3.30630630630631
1033,"WF2",2015-10-31,2015,10,"Oct","Post-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.266,5.78,92.0415224913495
1034,"WF2",2015-11-12,2015,11,"Nov","Post-growing season","Non-Frozen","Total phosphorus / suspended sediment",1.96,174,22.5287356321839
1035,"WF2",2015-11-16,2015,11,"Nov","Post-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.316,11.2,56.4285714285714
1036,"WF2",2016-03-06,2016,3,"Mar","Pre-growing season","Frozen","Total phosphorus / suspended sediment",0.832,69.7,23.8737446197991
1037,"WF2",2016-03-15,2016,3,"Mar","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.42,22.6,37.1681415929203
1038,"WF2",2016-03-30,2016,3,"Mar","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.115,12.6,18.2539682539683
1039,"WF2",2016-08-11,2016,8,"Aug","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.252,5.72,88.1118881118881
1040,"WF2",2016-09-06,2016,9,"Sep","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.679,97.7,13.899692937564
1041,"WF2",2016-09-21,2016,9,"Sep","Growing season","Non-Frozen","Total phosphorus / suspended sediment",2.02,612,6.60130718954248
1042,"WF2",2017-04-15,2017,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.0731,2.6,56.2307692307692
1043,"WF2",2017-04-16,2017,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.173,23.3,14.8497854077253
1044,"WF2",2017-04-20,2017,4,"Apr","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.173,11.7,29.5726495726496
1045,"WF2",2017-05-01,2017,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.179,15.3,23.3986928104575
1046,"WF2",2017-05-17,2017,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.38,72.1,10.5409153952843
1047,"WF2",2017-05-17,2017,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",11.4,13800,1.65217391304348
1048,"WF2",2017-05-20,2017,5,"May","Pre-growing season","Non-Frozen","Total phosphorus / suspended sediment",0.416,293,2.83959044368601
1049,"WF2",2017-07-01,2017,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",0.903,900,2.00666666666667
1050,"WF2",2017-07-12,2017,7,"Jul","Growing season","Non-Frozen","Total phosphorus / suspended sediment",2.92,3710,1.57412398921833
1,"AO1",2019-04-17,2019,4,"Apr","Pre-growing season","Frozen","Orthophosphate / suspended sediment",1.11,1200,1.85
2,"AO1",2019-09-03,2019,9,"Sep","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0135,10.2,2.64705882352941
3,"AO1",2020-03-26,2020,3,"Mar","Pre-growing season","Frozen","Orthophosphate / suspended sediment",6.21,556,22.3381294964029
4,"AO1",2020-03-30,2020,3,"Mar","Pre-growing season","Frozen","Orthophosphate / suspended sediment",2.51,1820,2.75824175824176
5,"AO1",2020-05-26,2020,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.167,789,0.423320659062104
6,"AO1",2020-06-20,2020,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.294,204,2.88235294117647
7,"AO1",2021-03-09,2021,3,"Mar","Pre-growing season","Frozen","Orthophosphate / suspended sediment",34,97.4,698.151950718686
8,"AO1",2021-12-16,2021,12,"Dec","Post-growing season","Frozen","Orthophosphate / suspended sediment",0.168,9.93,33.8368580060423
9,"AO1",2022-03-16,2022,3,"Mar","Pre-growing season","Frozen","Orthophosphate / suspended sediment",7.42,187,79.3582887700535
10,"AO1",2023-02-15,2023,2,"Feb","Pre-growing season","Frozen","Orthophosphate / suspended sediment",0.649,21.9,59.2694063926941
11,"AO3",2021-03-11,2021,3,"Mar","Pre-growing season","Frozen","Orthophosphate / suspended sediment",0.827,515,3.21165048543689
12,"AO3",2021-05-25,2021,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0837,51300,0.00326315789473684
13,"AO3",2021-05-31,2021,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0824,22500,0.00732444444444445
14,"AO3",2021-06-09,2021,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0841,23400,0.00718803418803419
15,"AO3",2021-06-10,2021,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.165,103000,0.00320388349514563
16,"AO3",2021-06-21,2021,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0832,8220,0.0202433090024331
17,"AO3",2021-07-06,2021,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0892,4990,0.035751503006012
18,"AO3",2021-07-20,2021,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.081,2100,0.0771428571428571
19,"AO3",2021-08-08,2021,8,"Aug","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.207,5820,0.0711340206185567
20,"AO3",2021-08-11,2021,8,"Aug","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.229,1470,0.31156462585034
21,"AO3",2021-09-21,2021,9,"Sep","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.123,4580,0.0537117903930131
22,"AO3",2021-12-16,2021,12,"Dec","Post-growing season","Frozen","Orthophosphate / suspended sediment",0.06,113,1.06194690265487
23,"AO3",2022-03-17,2022,3,"Mar","Pre-growing season","Frozen","Orthophosphate / suspended sediment",0.256,436,1.1743119266055
24,"AO3",2022-04-12,2022,4,"Apr","Pre-growing season","Frozen","Orthophosphate / suspended sediment",0.0945,16100,0.0117391304347826
25,"AO3",2022-04-20,2022,4,"Apr","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0231,681,0.06784140969163
26,"AO3",2022-04-30,2022,4,"Apr","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0167,825,0.0404848484848485
27,"AO3",2022-05-12,2022,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0119,1340,0.0177611940298507
28,"AO3",2022-05-20,2022,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.152,15100,0.0201324503311258
29,"AO3",2022-06-15,2022,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0283,6430,0.00880248833592535
30,"AO3",2022-08-07,2022,8,"Aug","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.279,8180,0.0682151589242054
31,"AO3",2022-08-13,2022,8,"Aug","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0561,818,0.137163814180929
32,"AO3",2022-11-10,2022,11,"Nov","Post-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0402,110,0.730909090909091
33,"AO3",2023-04-03,2023,4,"Apr","Pre-growing season","Frozen","Orthophosphate / suspended sediment",5.99,508,23.5826771653543
34,"AO3",2023-07-05,2023,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.054,791,0.13653603034134
35,"AO3",2023-07-24,2023,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.288,2750,0.209454545454545
36,"AO3",2023-07-28,2023,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.303,2280,0.265789473684211
37,"AO3",2023-07-29,2023,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.184,539,0.682745825602968
38,"AO3",2023-08-17,2023,8,"Aug","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.274,458,1.19650655021834
39,"AR1",2017-01-16,2017,1,"Jan","Pre-growing season","Frozen","Orthophosphate / suspended sediment",0.477,41.4,23.0434782608696
40,"AR1",2017-01-19,2017,1,"Jan","Pre-growing season","Frozen","Orthophosphate / suspended sediment",1.25,49.5,50.5050505050505
41,"AR1",2017-05-01,2017,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0218,48.7,0.895277207392197
42,"AR1",2017-05-17,2017,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0405,299,0.270903010033445
43,"AR1",2017-05-21,2017,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0131,79.9,0.327909887359199
44,"AR1",2017-05-23,2017,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.012,55.1,0.43557168784029
45,"AR1",2017-05-23,2017,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.186,634,0.586750788643533
46,"AR1",2017-05-28,2017,5,"May","Pre-growing season","Non-Frozen","Orthophosphate / suspended sediment",0.00815,103,0.158252427184466
47,"AR1",2017-06-29,2017,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.072,60.6,2.37623762376238
48,"AR1",2017-07-12,2017,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.117,20.4,11.4705882352941
49,"AR1",2017-07-16,2017,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.115,21.4,10.7476635514019
50,"AR1",2017-07-21,2017,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.199,19.1,20.8376963350785
51,"AR1",2017-07-27,2017,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.105,7.81,26.8886043533931
52,"AR1",2017-08-10,2017,8,"Aug","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0543,17.2,6.31395348837209
53,"AR1",2018-01-21,2018,1,"Jan","Pre-growing season","Frozen","Orthophosphate / suspended sediment",7.51,188,79.8936170212766
54,"AR1",2018-02-15,2018,2,"Feb","Pre-growing season","Frozen","Orthophosphate / suspended sediment",0.393,16.1,48.8198757763975
55,"AR1",2018-02-19,2018,2,"Feb","Pre-growing season","Frozen","Orthophosphate / suspended sediment",0.0103,123,0.167479674796748
56,"AR1",2018-02-22,2018,2,"Feb","Pre-growing season","Frozen","Orthophosphate / suspended sediment",0.0709,39.4,3.5989847715736
57,"AR1",2018-06-16,2018,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.00649,0.374,34.7058823529412
58,"AR1",2018-06-19,2018,6,"Jun","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.00288,0.139,41.4388489208633
59,"AR1",2018-07-01,2018,7,"Jul","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.116,16.1,14.4099378881988
60,"AR1",2018-08-09,2018,8,"Aug","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.18,39.2,9.18367346938775
61,"AR1",2018-08-17,2018,8,"Aug","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.766,245,6.2530612244898
62,"AR1",2018-09-02,2018,9,"Sep","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.0891,63.1,2.82408874801902
63,"AR1",2018-09-02,2018,9,"Sep","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.561,1380,0.81304347826087
64,"AR1",2018-09-03,2018,9,"Sep","Growing season","Non-Frozen","Orthophosphate / suspended sediment",0.585,1830,0.639344262295082
