"USGS_Station_Number","Field_Name","discrete","estimated","estimated_flow_fraction","frozen","storm","unique_storm_number","n_sub_flow_events","Q_start","Q_end","runoff_volume","peak_discharge","rain_mm","duration_hr","Ievent_mm_hr","I5_mm_hr","I10_mm_hr","I15_mm_hr","I30_mm_hr","I60_mm_hr","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1_mm","ARFdays2_mm","ARFdays7_mm","ARFdays14_mm","suspended_sediment_conc_mgL","suspended_sediment_load_pounds","suspended_sediment_yield_pounds_per_acre","total_dissolved_solids_conc_mgL","total_dissolved_solids_load_pounds","total_dissolved_solids_yield_pounds_per_acre","orthophosphate_conc_mgL","orthophosphate_load_pounds","orthophosphate_yield_pounds_per_acre","total_phosphorus_unfiltered_conc_mgL","total_phosphorus_unfiltered_load_pounds","total_phosphorus_unfiltered_yield_pounds_per_acre","remark_suspended_sediment","remark_total_dissolved_solids","remark_orthophosphate","remark_total_phosphorus_unfiltered","WQ_event_id","BasinArea_ac","area_ft2","runoff_mm","Monitoring","FarmEnterprise","CropRotation","LandCover","LandCover_Updated","Tile","Tile_Notes","SoilType","Hydrologic_Group","DrainageClass","MeanSlope_per","Clay_Fraction","Water_Year","Season","Tillage_Basin_Coverage","Tillage_Total","Tillage_Fall","Tillage_Spring","Tillage_Summer","Tillage_Summer_Previous","Crop_Basin_Coverage","Previous_PerennialFrac","Current_PerennialFrac","Residue_Fall_Frac","Residue_Spring_Frac","PerennialFrac","Crop_Source","Tillage_Passes","Tillage_Window","Residue_Frac","Residue"
"USGS-434311090461401","JF4",0,0,0,"Frozen","Storm","2014-4",1,2014-03-27 13:30:00,2014-03-29 01:45:00,30730,2.17,22.352,10.88,2.053844,9.144,9.144,8.128,7.112,5.842,477.9,1.338,556.6,1.559,0,0,0,0,296,568,40.6,144,276,19.7,2.86,5.49,0.392,4.47,8.57,0.612,,,,,175,14,609840,15.3589531680441,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Pre-growing season",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.5,"Previous crop",,"Current post-growing season + pre-growing season",0.85,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2014-5",1,2014-04-13 22:45:00,2014-04-14 06:45:00,7502,0.916,38.354,11.55,3.31978,12.192,10.668,11.176,10.16,9.144,897.2,3.589,1025,4.099,21.336,31.242,31.242,36.322,49,22.9,1.64,114,53.4,3.81,4.03,1.89,0.135,4.57,2.14,0.153,,,,,176,14,609840,3.74952380952381,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Pre-growing season",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.5,"Previous crop",,"Current post-growing season + pre-growing season",0.85,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2014-7",1,2014-04-28 13:15:00,2014-04-28 22:00:00,5148,0.5894,20.32,9.95,2.04216,12.192,10.668,9.144,8.128,4.826,415.6,1.33,487.2,1.559,10.668,10.668,45.72,64.008,28,9,0.643,142,45.6,3.26,1.37,0.44,0.0314,1.64,0.527,0.0376,,,,,177,14,609840,2.57298701298701,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Pre-growing season",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.5,"Previous crop",,"Current post-growing season + pre-growing season",0.85,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2014-9",1,2014-06-01 21:30:00,2014-06-02 01:45:00,8377,1.956,48.006,6.283,7.64032,73.152,53.34,44.704,32.004,17.78,1710,21.55,1664,20.97,12.954,12.954,21.844,25.4,991,518,37,102,53.3,3.81,1.35,0.706,0.0504,2.91,1.52,0.109,,,,,178,14,609840,4.18685163321527,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Growing season",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2014-10",1,2014-06-07 18:45:00,2014-06-07 21:00:00,4978,2.38,36.322,2.783,13.05052,149.352,128.016,105.664,62.484,32.258,1423,35.01,1404,34.54,0,0,66.548,75.438,3100,962,68.7,80,24.9,1.78,0.875,0.272,0.0194,4,1.24,0.0888,,,,,179,14,609840,2.4880204643841,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Growing season",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2014-11",1,2014-06-17 02:45:00,2014-06-17 05:15:00,7122,2.475,39.624,3.267,12.13104,124.968,114.3,95.504,61.468,33.02,1487,35.99,1475,35.7,0,0.254,0.254,37.338,573,255,18.2,76,33.8,2.41,0.609,0.271,0.0193,1.23,0.547,0.0391,,,,,180,14,609840,3.55959858323495,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Growing season",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2014-12",1,2014-06-18 11:00:00,2014-06-18 15:15:00,15840,5.426,28.194,2.433,11.58748,140.208,117.348,91.44,48.768,25.146,1092,20.96,1083,20.8,0.762,44.196,44.45,81.534,311,308,22,60,59.3,4.24,0.576,0.57,0.0407,1.1,1.09,0.0776,,,,,181,14,609840,7.91688311688312,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Growing season",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2014-13",1,2014-06-19 06:30:00,2014-06-19 13:15:00,60780,16.62,46.99,6.2,7.57936,85.344,79.248,69.088,53.34,34.544,1688,35.44,1675,35.17,28.956,31.75,72.644,109.474,181,687,49.1,88,334,23.8,0.758,2.88,0.205,1.2,4.55,0.325,,,,,182,14,609840,30.3780401416765,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2014,"Growing season",0.95,,,,,,0.95,0.5,0.65,0.85,0.85,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2015-4",1,2015-04-08 03:00:00,2015-04-08 06:15:00,838,0.153,41.148,5.417,7.59714,60.96,51.816,44.704,28.448,17.018,1484,16.62,1515,16.97,0.508,0.508,3.302,5.08,31,1.62,0.116,84,4.39,0.314,0.538,0.0281,0.00201,0.724,0.0379,0.00271,,,,,183,14,609840,0.41883510428965,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2015,"Pre-growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2015-8",1,2015-06-12 02:15:00,2015-06-12 06:15:00,1536,0.2194,43.942,15.25,2.88036,27.432,18.288,15.24,9.652,6.858,1005,3.818,1143,4.342,0,0,9.144,33.528,2,0.0959,0.00685,202,19.4,1.38,1.2,0.115,0.00822,1.38,0.132,0.00945,"<",,,,184,14,609840,0.767697756788666,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2015,"Growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2016-2",1,2015-12-13 16:00:00,2015-12-13 20:00:00,3114,0.674,48.768,12.42,3.92684,91.44,73.152,60.96,48.768,41.91,3719,71.41,3886,74.61,0,0,1.016,13.97,39,7.58,0.542,86,16.7,1.19,1.11,0.216,0.0154,1.34,0.261,0.0186,,,,,185,14,609840,1.55638724911452,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Post-growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Previous growing season + current post-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2016-3",1,2015-12-14,2015-12-14 17:30:00,47150,4.171,106.172,31.12,3.41122,91.44,73.152,60.96,48.768,41.91,5059,97.14,5403,103.7,0,0,1.016,13.97,84,247,17.7,65,191,13.7,0.874,2.57,0.184,1.06,3.12,0.223,,,,,186,14,609840,23.5657221566312,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Post-growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Previous growing season + current post-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Frozen","Storm","2016-6",1,2016-02-20 19:00:00,2016-02-21 16:00:00,6408,0.2725,0,,,,,,,,,,,,0.254,0.254,0.254,0.254,5,2,0.143,48,19.2,1.37,0.462,0.185,0.0132,0.584,0.234,0.0167,,,,,187,14,609840,3.20273907910272,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Pre-growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Frozen","Storm","2016-7",1,2016-02-21 19:30:00,2016-02-22 10:00:00,1881,0.07963,0,,,,,,,,,,,,0,0.254,0.254,0.254,5,0.587,0.0419,63,7.4,0.529,0.503,0.0591,0.00422,0.632,0.0742,0.0053,,,,,188,14,609840,0.94012987012987,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Pre-growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Frozen","Storm","2016-10",1,2016-03-06 20:15:00,2016-03-07 11:15:00,3218,0.2402,0,,,,,,,,,,,,0,0,0,0,4,0.803,0.0574,64,12.9,0.918,0.417,0.0838,0.00598,0.981,0.197,0.0141,,,,,189,14,609840,1.60836678473042,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Pre-growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2016-12",1,2016-03-16 02:15:00,2016-03-16 07:00:00,5453,1.072,15.24,6.433,2.368804,12.192,10.668,10.16,8.128,5.842,360.9,1.155,403.2,1.29,14.478,15.24,19.812,20.574,69,23.5,1.68,78,26.6,1.9,0.361,0.123,0.00878,0.611,0.208,0.0149,,,,,190,14,609840,2.72542699724518,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Pre-growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2016-14",2,2016-03-31 03:00:00,2016-03-31 11:45:00,32010,5.623,43.18,7.767,5.56006,60.96,51.816,44.704,35.052,23.114,1421,19.61,1415,19.53,8.128,8.128,8.89,8.89,406,810,57.9,50.3,100,7.17,0.316,0.631,0.0451,1.26,2.51,0.179,,,,,191,14,609840,15.9987012987013,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Pre-growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2016-15",1,2016-06-01 01:15:00,2016-06-01 03:30:00,2266,0.679,37.846,3.6,10.51306,82.296,48.768,36.576,32.512,27.178,1380,17.67,1340,17.15,4.064,4.064,71.628,71.628,77,10.9,0.778,83,11.7,0.839,0.465,0.0658,0.0047,0.664,0.0939,0.00671,,,,,192,14,609840,1.13255411255411,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2016-17",1,2016-06-15 02:15:00,2016-06-15 06:45:00,16910,5.105,38.608,3.767,10.2489,100.584,79.248,69.088,49.784,28.956,1404,27.51,1385,27.14,1.778,18.542,69.85,94.488,143,151,10.8,34,35.9,2.56,0.284,0.3,0.0214,0.598,0.631,0.0451,,,,,193,14,609840,8.45167256985439,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2016-18",1,2016-08-24 06:30:00,2016-08-24 10:15:00,4314,1.506,43.18,6.467,6.67766,97.536,62.484,45.72,28.448,18.542,1305,14.62,1365,15.29,0,0,46.736,83.058,650,175,12.5,36,9.7,0.693,0.94,0.253,0.0181,3.13,0.843,0.0602,,,,,194,14,609840,2.15615112160567,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2016-19",2,2016-09-07 09:00:00,2016-09-07 14:45:00,12010,3.765,61.214,13.98,4.37642,152.4,121.92,97.536,69.088,37.084,4103,111.6,4106,111.7,5.588,6.35,6.35,57.658,96.9,72.6,5.19,35.4,26.5,1.9,0.458,0.343,0.0245,0.811,0.608,0.0434,,,,,195,14,609840,6.00263675718221,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2016-21",1,2016-09-09 15:00:00,2016-09-09 21:30:00,9462,0.925,35.052,5.767,6.07822,33.528,24.384,21.336,17.272,14.986,1016,6.906,1059,7.205,0,7.366,73.152,80.772,39,23,1.65,64,37.8,2.7,0.522,0.308,0.022,0.734,0.434,0.031,,,,,196,14,609840,4.72913813459268,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2016-22",1,2016-09-10 08:30:00,2016-09-10 12:45:00,3067,0.6542,9.652,5.65,1.708404,21.336,12.192,10.16,9.144,6.35,235.2,0.8469,250.8,0.9028,35.814,35.814,108.966,113.284,33,6.32,0.451,80,15.3,1.09,0.446,0.0854,0.0061,0.63,0.121,0.00862,,,,,197,14,609840,1.53289649744195,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2016-23",1,2016-09-21 12:15:00,2016-09-21 18:15:00,19070,2.802,42.926,8.583,5.00126,42.672,32.004,24.384,14.224,12.954,1361,7.62,1355,7.59,0.254,6.096,30.988,134.62,269,320,22.9,74,88.1,6.29,0.458,0.545,0.0389,1.26,1.5,0.107,,,,,198,14,609840,9.53124754033845,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2016-24",1,2016-09-22 03:15:00,2016-09-22 16:30:00,75950,6.532,76.962,12.02,6.40334,36.576,33.528,31.496,28.448,20.828,2187,24.49,2311,25.89,44.704,44.958,75.692,133.35,159,754,53.9,64,303,21.7,0.267,1.27,0.0904,0.76,3.6,0.257,,,,,199,14,609840,37.9600550964187,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2016,"Growing season",0.95,,,,,,0.95,0.65,0.65,0.65,0.65,0.65,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2017-1",1,2016-10-26 09:15:00,2016-10-26 12:15:00,1305,0.2472,49.276,8.45,5.83184,15.24,15.24,15.24,13.208,11.43,1361,7.078,1451,7.543,1.27,1.27,1.27,3.81,39,3.18,0.227,114,9.29,0.663,1.24,0.101,0.00721,1.41,0.115,0.0082,,,,,200,14,609840,0.65224321133412,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2017,"Post-growing season",0.95,,,,,,0.95,0.65,0.3,0.65,0.65,0.65,"Previous crop",,"Previous growing season + current post-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Frozen","Storm","2017-2",3,2017-01-18 18:00:00,2017-01-24 12:00:00,15910,0.162,9.398,109.7,0.0856996,6.096,4.572,4.064,3.048,2.286,150.6,0.1807,146.8,0.1762,2.794,8.636,8.636,16.256,4,1.99,0.142,52.1,51.7,3.7,0.274,0.272,0.0194,0.302,0.3,0.0214,"<",,,,201,14,609840,7.95186934277843,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2017,"Pre-growing season",0.95,,,,,,0.95,0.65,0.3,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Frozen","Storm","2017-3",1,2017-02-18 19:30:00,2017-02-19 02:15:00,3443,0.3684,0,,,,,,,,,,,,0,0,0,0,4,0.86,0.0614,46,9.89,0.706,0.209,0.0449,0.00321,0.266,0.0572,0.00408,,,,,202,14,609840,1.72082251082251,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2017,"Pre-growing season",0.95,,,,,,0.95,0.65,0.3,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Frozen","Storm","2017-4",1,2017-02-19 19:45:00,2017-02-19 23:00:00,541.7,0.07647,0,,,,,,,,,,,,0,0,0,0,9,0.304,0.0217,56,1.89,0.135,0.233,0.00788,0.000563,0.299,0.0101,0.000722,,,,,203,14,609840,0.270743408107044,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2017,"Pre-growing season",0.95,,,,,,0.95,0.65,0.3,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2017-5",1,2017-02-20 21:45:00,2017-02-21 05:00:00,7462,0.7204,16.51,6.85,2.410206,9.144,9.144,8.128,6.096,4.572,340.9,0.8181,407.2,0.9772,0,0,0,0,8,3.73,0.266,84,39.1,2.8,0.192,0.0894,0.00639,0.277,0.129,0.00922,,,,,204,14,609840,3.72953168044077,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2017,"Pre-growing season",0.95,,,,,,0.95,0.65,0.3,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2017-6",1,2017-03-07 03:30:00,2017-03-07 07:15:00,6254,1.328,14.224,1.3,10.94232,54.864,41.148,33.528,21.336,13.208,488.7,4.105,487.4,4.094,0.254,0.254,4.318,5.334,181,70.7,5.05,70,27.3,1.95,0.278,0.109,0.00775,0.761,0.297,0.0212,,,,,205,14,609840,3.12576938213302,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2017,"Pre-growing season",0.95,,,,,,0.95,0.65,0.3,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2017-7",1,2017-04-04 08:15:00,2017-04-04 16:45:00,3752,0.2976,18.796,12.85,1.462786,6.096,4.572,4.064,3.048,2.794,308.4,0.3701,385.3,0.4624,16.002,16.002,20.574,42.164,26,6.09,0.435,84,19.7,1.41,0.23,0.0539,0.00385,0.375,0.0878,0.00627,,,,,206,14,609840,1.87526170798898,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2017,"Pre-growing season",0.95,,,,,,0.95,0.65,0.3,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2017-8",1,2017-04-20 05:00:00,2017-04-20 10:00:00,4749,0.6665,30.988,7.033,4.4069,54.864,41.148,33.528,24.892,17.526,983.3,9.636,986.4,9.666,0.254,0.254,32.258,36.322,87,25.8,1.84,70,20.8,1.48,0.244,0.0723,0.00517,0.524,0.155,0.0111,,,,,207,14,609840,2.37356552538371,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2017,"Pre-growing season",0.95,,,,,,0.95,0.65,0.3,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2017-10",1,2017-05-16 06:15:00,2017-05-16 10:15:00,9056,1.506,51.562,4.9,10.52322,91.44,79.248,72.136,50.8,36.068,1963,39.25,1900,38,1.778,1.778,8.89,16.51,72,40.7,2.91,520,294,21,6.36,3.6,0.257,8.34,4.71,0.337,,,,,208,14,609840,4.52621802439984,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2017,"Pre-growing season",0.95,,,,,,0.95,0.65,0.3,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2017-11",1,2017-05-17 22:45:00,2017-05-18 04:30:00,8656,2.43,24.13,4.967,4.85902,121.92,96.012,74.168,38.608,19.304,959.7,14.59,928.2,14.11,2.032,54.356,57.404,70.612,135,73,5.21,208,112,8.03,1.7,0.919,0.0656,2.72,1.47,0.105,,,,,209,14,609840,4.32629673356946,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2017,"Pre-growing season",0.95,,,,,,0.95,0.65,0.3,0.65,0.65,0.65,"Previous crop",,"Current post-growing season + pre-growing season",0.65,"Partial"
"USGS-434311090461401","JF4",0,0,0,"Non-Frozen","Storm","2017-14",2,2017-07-12 08:15:00,2017-07-12 14:00:00,36410,11.48,75.438,5.817,12.96924,143.256,114.3,92.456,52.324,26.416,2917,60.09,2816,58.01,0,16.764,29.972,57.15,42.3,96,6.86,65.2,148,10.6,0.958,2.18,0.156,1.11,2.52,0.18,,,,,210,14,609840,18.1978354978355,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"NewGlarus silt loam","Moderate-infiltration","Well drained",5.2,0.265,2017,"Growing season",0.95,,,,,,0.95,0.65,0.3,0.65,0.65,0.3,"Current crop",,"Current pre-growing season + growing season",,
"USGS-434250090461401","JF5",0,0,0,"Frozen","Storm","2011-3",1,2010-11-29 21:15:00,2010-11-30 06:45:00,1445,0.312,4.318,5.283,0.817372,6.096,3.048,3.048,2.54,2.032,76.21,0.07621,90,0.09,0,0,0,7.112,303,27.3,0.818,172,15.5,0.465,0.055,0.00496,0.000149,0.655,0.0591,0.00177,,,,,211,33.4,1454904,0.302725128255885,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Brinkman silt loam","High-infiltration","Moderately well drained",6.3,0.225,2011,"Post-growing season",0.75,0.25,0,0.25,0,,0.75,0.5,0.5,0.5,0.5,0.5,"Previous crop",,"Previous growing season + current post-growing season",0.5,"Partial"
"USGS-434250090461401","JF5",0,0,0,"Frozen","Storm","2011-4",1,2010-12-30 21:00:00,2011-01-01 10:25:00,39320,1.246,0.508,28.87,0.01759712,3.048,1.524,1.016,0.508,0.254,11.8,0.00236,6.132,0.001226,0.508,0.508,0.508,0.508,22,54,1.62,66,162,4.85,0.128,0.314,0.00941,0.209,0.513,0.0154,,,,,212,33.4,1454904,8.23747546229854,"Surface","Dairy","Corn-Alfalfa","Cultivated Crops","Cultivated Crops","No",,"Brinkman silt loam","High-infiltration","Moderately well drained",6.3,0.225,2011,"Post-growing season",0.75,0.25,0,0.25,0,,0.75,0.5,0.5,0.5,0.5,0.5,"Previous crop",,"Previous growing season + current post-growing season",0.5,"Partial"
